ligand_id,smiles,affinity
26143,[H]c1c([H])c([H])c([C@]2([H])N(C(=O)OC([H])([H])C([H])([H])Oc3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])C4([H])[H])c([H])c3[H])[C@@]([H])(c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])[C@]2([H])C(=O)N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c1[H],0.179443359375
9020,[H]c1nnc(N([H])C(=O)N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])N(c3nc(Cl)c([H])c([H])c3[H])[C@]2([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],0.1767578125
33909,[H]c1sc([C@@]2([H])N(C(=O)C([H])([H])[H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@]2([H])C(=O)N([H])C(=O)N([H])c2nc3c(c([H])c2[H])OC([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],0.1761474609375
23383,[H]c1nc([C@]2([H])N(C([H])([H])[H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@@]2([H])C(=O)N([H])C(=O)N([H])c2nc(-c3c([H])c([H])c([H])c([H])c3[H])n(C([H])([H])[H])n2)c([H])c([H])c1[H],0.1754150390625
16135,[H]c1nc([C@@]2([H])N(C(=O)c3c([H])c([H])c([H])c(F)c3C([H])([H])[H])[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@]2([H])C(=O)N([H])C(=O)N([H])c2c([H])c([H])c(F)c(C([H])([H])[H])c2[H])c([H])c([H])c1[H],0.175048828125
6848,[H]c1nc(-c2c([H])c([H])c([H])c([C@]3([H])N(C([H])([H])[C@]4([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])[C@]([H])(c4c([H])c([H])c([H])c([H])c4[H])[C@]([H])(C(=O)N([H])C(=O)N([H])c4nc(C([H])([H])[H])c([H])c([H])c4[H])C3([H])[H])c2[H])c([H])c([H])c1[H],0.1749267578125
3957,[H]C(C(=O)N1[C@@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@]([H])(C(=O)N([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@]1([H])c1oc([H])c([H])c1[H])=C([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H],0.174560546875
3448,[H]c1nc([H])c(N2[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])[C@@]([H])(C(=O)N([H])C(=O)N([H])c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])nc1[H],0.1734619140625
14223,[H]c1nc([H])c([H])c(N2[C@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[C@@]([H])(C(=O)N([H])C(=O)N([H])[C@]3([H])C([H])([H])[C@@]3([H])c3nc(C([H])([H])[H])nc([H])c3[H])[C@]2([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)n1,0.17333984375
45502,[H]C(C(=O)N1[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(C(=O)N([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])c([H])c1[H])=C([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.1715087890625
