ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Np Likeness Score,Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL4855786,,,Unknown,,300.34,2,2,3.27,82.45,5,3,0,2,N,0.63,8.26,0.15,3.8,3.74,3,MOL,-1,21,5,3,0,300.0569,-1.59,NEUTRAL,C15H12N2O3S,Cc1ccc(C(=O)Nc2nc3cc(O)c(O)cc3s2)cc1,DVEPLLUYDPEYJT-UHFFFAOYSA-N
CHEMBL4878362,,,Unknown,,376.41,2,2,3.49,89.87,4,3,0,3,N,0.61,9.09,None,3.18,3.17,3,MOL,-1,28,6,3,0,376.1423,-0.97,NEUTRAL,C22H20N2O4,O=C(Nc1ccccc1)[C@@H]1CCCN1C(=O)c1ccc2cc(O)c(O)cc2c1,GVTVNGAYGYEBQX-SFHVURJKSA-N
CHEMBL4857480,,,Unknown,,509.7,3,3,7.65,47.04,6,1,2,7,N,0.24,None,10.35,7,4.23,5,MOL,-1,36,4,1,2,509.1596,-0.9,BASE,C30H27N3OS2,c1cc(-c2ccc(-c3ncc(OCC4CCNCC4)nc3-c3ccc(-c4ccsc4)cc3)cc2)cs1,GUZJVJMQJVBOIO-UHFFFAOYSA-N
CHEMBL4866004,,,Unknown,,625.68,5,6,6.4,136.82,6,3,2,11,N,0.16,11.61,None,5.68,5.68,5,MOL,-1,47,9,4,2,625.2213,-0.74,NEUTRAL,C38H31N3O6,NC(=O)c1cccc(NC(=O)[C@@H](NC(=O)c2ccc(Oc3cccc4c3C(=O)CC4)cc2)c2ccc(OCc3ccccc3)cc2)c1,IMDJVHWPFZMVDH-DHUJRADRSA-N
CHEMBL308048,,,Small molecule,,188.19,71,129,0.78,87.11,3,2,0,2,N,0.53,8.41,None,0.84,0.8,1,MOL,-1,14,4,3,0,188.0586,-0.12,NEUTRAL,C10H8N2O2,N#C/C(=C\c1ccc(O)cc1)C(N)=O,ILLYSIXRHPOKIQ-VMPITWQZSA-N
CHEMBL1979957,,,Small molecule,,391.47,50,67,2.82,99.57,9,3,0,6,N,0.34,8.54,2.93,2.99,2.96,3,MOL,-1,26,7,3,0,391.066,-1.2,NEUTRAL,C17H17N3O4S2,COCC/N=c1\scc(-c2cccs2)n1/N=C/c1ccc(O)c(O)c1O,RFMNRVRJCACEGK-PZFQXLDKSA-N
CHEMBL66953,PURPUROGALLIN,,Small molecule,,220.18,116,204,1.02,97.99,5,4,0,0,N,0.5,6.78,2.94,1.94,1.22,2,MOL,-1,16,5,4,0,220.0372,1.05,NEUTRAL,C11H8O5,O=c1c(O)cccc2cc(O)c(O)c(O)c12,WDGFFVCWBZVLCE-UHFFFAOYSA-N
CHEMBL1326252,,,Small molecule,,552.59,14,16,4.35,166.94,6,4,1,9,N,0.24,3.66,None,3.91,-2.66,4,MOL,-1,38,10,4,1,552.0661,-0.71,ACID,C26H20N2O8S2,O=C(O)c1cccc(NS(=O)(=O)c2ccc(-c3ccc(S(=O)(=O)Nc4cccc(C(=O)O)c4)cc3)cc2)c1,GFDDYGFCLKMVJN-UHFFFAOYSA-N
CHEMBL1487959,,,Small molecule,,454.36,38,47,4.86,66.84,5,1,0,6,N,0.5,3.38,None,5.22,1.81,2,MOL,-1,28,5,1,0,452.9663,-1.83,ACID,C19H13Cl2NO4S2,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(Cl)cc2Cl)SC1=S,UEKDFNOPUBCLCP-FRKPEAEDSA-N
CHEMBL1486234,,,Small molecule,,429.47,17,24,4.79,137.97,7,3,0,4,N,0.46,5.17,None,3.43,-1.02,1,MOL,-1,31,8,3,0,429.1788,-0.09,ACID,C23H27NO7,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(O)c([N+](=O)[O-])c2)=C(O)C1,ATBBPWPICQGUMN-UHFFFAOYSA-N
CHEMBL1359070,,,Small molecule,,320.33,30,39,0.58,104.58,6,2,0,3,N,0.28,7.44,None,1.72,1.44,1,MOL,-1,22,8,2,0,320.0579,-1.45,NEUTRAL,C13H12N4O4S,CN(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],RPXAGJLSHZTZAL-UHFFFAOYSA-N
CHEMBL3192031,,,Small molecule,,422.81,38,48,2.9,147.4,8,2,0,6,N,0.41,3.84,None,2.64,-1.26,2,MOL,-1,28,10,2,0,422.0088,-1.73,ACID,C16H11ClN4O6S,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,PFSZAHLIDIQZSD-CNHKJKLMSA-N
CHEMBL1323243,,,Small molecule,,491.94,19,22,5.23,89.03,7,2,1,3,N,0.38,8.2,0.55,6.04,5.98,4,MOL,-1,34,7,2,1,491.0619,-1.27,NEUTRAL,C24H15ClFN5O2S,O=C1Nc2ccc(Cl)cc2C12Nc1ccccc1-c1nnc(SCc3ccccc3F)nc1O2,DZFFJXWRIOZAFE-UHFFFAOYSA-N
CHEMBL1732365,,,Small molecule,,294.38,86,101,4.27,34.14,3,0,0,3,N,0.85,None,None,3.89,3.89,2,MOL,-1,21,2,0,0,294.0715,-0.2,None,C18H14O2S,CC1=C(SCc2ccccc2)C(=O)c2ccccc2C1=O,DVPALWYMAIMQJF-UHFFFAOYSA-N
CHEMBL1304374,,,Small molecule,,490.9,18,18,5.59,135.64,4,5,1,6,N,0.21,3.09,None,4.98,-1.83,5,MOL,-1,35,8,5,1,490.0932,-0.13,ACID,C26H19ClN2O6,COc1cc(Cl)cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)c1O,PGFVKLLDHYAFTG-UHFFFAOYSA-N
CHEMBL4875862,,,Unknown,,541.69,4,6,5.88,87.74,4,2,2,12,N,0.28,12.05,None,5.36,5.36,3,MOL,-1,40,7,2,2,541.2941,-1.17,NEUTRAL,C33H39N3O4,CCCCCC(=O)N[C@H](C(=O)N1CCC(C(=O)Nc2ccccc2)CC1)c1ccc(OCc2ccccc2)cc1,WUPBOIFEUCRROC-HKBQPEDESA-N
CHEMBL4876027,,,Unknown,,389.54,3,3,4.86,56.92,2,3,0,4,N,0.6,13.02,10.05,4.44,1.89,3,MOL,-1,29,4,3,0,389.2467,-0.7,BASE,C25H31N3O,CC(C)(C)c1ccc(-c2ccc3c(C(=O)NCC4CCNCC4)c[nH]c3c2)cc1,QNMZAUPLZFCYGX-UHFFFAOYSA-N
CHEMBL1393568,,,Small molecule,,459.94,39,66,3.07,114.8,9,1,0,6,N,0.34,5.98,None,3.44,2.37,3,MOL,-1,28,8,1,0,458.9697,-2.91,ACID,C15H11ClFN5O3S3,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,SPGSGJRWIYOHPP-UHFFFAOYSA-N
CHEMBL4853910,,,Unknown,,473.57,4,5,4.74,110.52,4,3,0,12,N,0.33,11.78,None,5.14,5.14,3,MOL,-1,35,7,4,0,473.2315,-0.89,NEUTRAL,C28H31N3O4,CCCCCC(=O)N[C@H](C(=O)Nc1ccccc1C(N)=O)c1ccc(OCc2ccccc2)cc1,BKKWLSBVADHZTI-SANMLTNESA-N
CHEMBL4879110,,,Unknown,,627.65,2,2,6.83,148.04,6,4,2,7,N,0.11,None,11.64,6.59,1.78,6,MOL,-1,45,8,6,3,627.1552,-0.71,BASE,C33H24F3N5O3S,N=C(N)c1cccc(-c2ccc3c(c2)c2cc(-c4cccc(C(=N)N)c4)ccc2n3S(=O)(=O)c2cccc(OC(F)(F)F)c2)c1,AYEDUMLDANFUHT-UHFFFAOYSA-N
CHEMBL1430245,,,Small molecule,,420.54,18,19,3.1,75.71,6,1,0,5,N,0.59,5.47,None,4.12,3.9,2,MOL,-1,27,6,1,0,420.0272,-1.56,ACID,C18H16N2O4S3,COc1ccc(/C=C2/SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,MAENARCRULSGLV-LFIBNONCSA-N
CHEMBL1721986,,,Small molecule,,438.53,69,93,3.98,105.14,6,1,0,5,N,0.65,9.78,0.63,3.95,3.95,3,MOL,-1,30,7,1,0,438.082,-1.09,NEUTRAL,C21H18N4O3S2,CC(C)c1ccc(S(=O)(=O)/N=C2/C=C(Sc3nc[nH]n3)C(=O)c3ccccc32)cc1,DCRFDHQSWQJQBT-BWAHOGKJSA-N
CHEMBL4443741,,,Unknown,,568.59,3,4,4.52,133.38,8,0,1,6,N,0.31,None,4.47,4.83,4.83,3,MOL,-1,42,12,0,2,568.207,-0.46,NEUTRAL,C30H28N6O6,O=C1[C@@H]2CCCN2[C@@H](c2ccc([C@H]3N(c4ccc([N+](=O)[O-])cc4)C(=O)[C@@H]4CCCN43)cc2)N1c1ccc([N+](=O)[O-])cc1,HNKQMIZZJMLCHK-YVHASNINSA-N
CHEMBL1549691,,,Small molecule,,376.85,30,37,4.12,80.25,4,0,0,5,N,0.79,9.17,0.35,3.58,3.57,2,MOL,-1,27,5,0,0,376.1091,-0.92,NEUTRAL,C21H17ClN4O,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,OHFPJFDKCJZTDM-UHFFFAOYSA-N
CHEMBL1425600,,,Small molecule,,458.47,20,25,5.3,106.01,7,1,1,7,N,0.37,7.63,None,3.87,3.67,4,MOL,-1,34,8,1,1,458.1478,-1.43,NEUTRAL,C26H22N2O6,CCCOc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1,IDOWGYXMBQKCCZ-UHFFFAOYSA-N
CHEMBL1369802,,,Small molecule,,231.21,77,80,1.73,57.12,5,0,0,1,N,0.55,None,None,2.29,2.29,1,MOL,-1,17,5,0,0,231.0532,-0.27,NEUTRAL,C12H9NO4,CC1=NOC(=O)/C1=C/c1ccc2c(c1)OCO2,YQZOINRTUOVWGH-RUDMXATFSA-N
CHEMBL1546136,,,Small molecule,,406.47,54,64,4.74,94.05,7,1,0,6,N,0.46,13.78,None,4.19,4.19,4,MOL,-1,29,7,1,0,406.11,-2.02,NEUTRAL,C21H18N4O3S,Cc1cccc(NC(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)c1C,HYPDOIOMLRKUMC-UHFFFAOYSA-N
CHEMBL1451059,,,Small molecule,,280.41,47,60,2.78,46.94,4,2,0,8,N,0.72,8.08,9.62,1.5,-0.46,1,MOL,-1,20,4,2,0,280.2151,-0.24,BASE,C16H28N2O2,CCN(CC)Cc1cc(O)c(CN(CC)CC)cc1O,NVTLOLOYAHYCBL-UHFFFAOYSA-N
CHEMBL1411089,,,Small molecule,,345.38,40,54,2.53,80.75,5,0,0,3,N,0.8,None,None,3.98,3.98,2,MOL,-1,24,6,0,0,345.0671,-0.83,None,C17H15NO5S,Cc1cc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1C,HZPXIYBBUBJBJH-UHFFFAOYSA-N
CHEMBL1547715,,NSC-95909,Small molecule,,266.26,27,31,1.59,75.27,3,2,0,1,N,0.61,6.83,None,1.77,1.12,2,MOL,-1,20,5,2,0,266.0691,-0.42,NEUTRAL,C15H10N2O3,O=C1NC(=O)C(=Cc2ccc3ccccc3c2)C(=O)N1,FDEWNHZLVHMLEY-UHFFFAOYSA-N
CHEMBL44664,,,Small molecule,,190.2,48,71,1.82,54.37,2,1,0,3,Y,0.58,3.41,None,2.23,-1.17,1,MOL,-1,14,3,1,0,190.063,-0.07,ACID,C11H10O3,Cc1ccc(C(=O)/C=C/C(=O)O)cc1,VNJMEFZKYZHWEO-VOTSOKGWSA-N
CHEMBL4849139,,,Unknown,,320.4,5,5,2.71,69.81,3,3,0,3,N,0.69,13.01,10.03,1.22,-1.32,3,MOL,-1,24,5,3,0,320.1637,-0.77,BASE,C19H20N4O,O=C(NC1CCNCC1)c1c[nH]c2cc(-c3ccncc3)ccc12,OUOCEXLSPDHYTJ-UHFFFAOYSA-N
CHEMBL5187156,,,,,360.18,6,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,360.1281,None,None,C20H17BN2O4,O=C(Nc1ccc2c(c1)B(O)OC2)c1cccc(OCc2ccccc2)n1,HYVRWWCUPYAFTR-UHFFFAOYSA-N
CHEMBL4871225,,,Unknown,,607.63,3,3,6.87,131.94,8,2,2,7,N,0.2,5.93,None,7.55,6.66,8,MOL,-1,46,10,2,2,607.1856,-0.69,ACID,C36H25N5O5,COc1cccc(Cn2c3ccc(-c4cccc(-c5noc(=O)[nH]5)c4)cc3c3cc(-c4cccc(-c5noc(=O)[nH]5)c4)ccc32)c1,OOVORLUUNYOYHW-UHFFFAOYSA-N
CHEMBL4868566,,,Unknown,,408.44,2,2,3.89,122.91,7,5,0,4,N,0.33,7.66,0.17,4.33,4.14,4,MOL,-1,29,7,5,0,408.078,-0.89,NEUTRAL,C21H16N2O5S,O=C(Nc1nc2cc(O)c(O)cc2s1)C(c1ccc(O)cc1)c1ccc(O)cc1,ZSSXALQUDYSTNM-UHFFFAOYSA-N
CHEMBL4870335,,,Unknown,,280.28,2,2,2.9,82.45,4,3,0,2,N,0.63,7.88,3.61,2.62,2.49,3,MOL,-1,21,5,3,0,280.0848,-0.95,NEUTRAL,C16H12N2O3,O=C(Nc1ccccc1)c1cnc2cc(O)c(O)cc2c1,KKDBOZHHWYKASH-UHFFFAOYSA-N
CHEMBL1535689,,,Small molecule,,330.21,36,87,1.69,160.88,8,2,0,2,N,0.53,4.93,None,3.49,-0.05,2,MOL,-1,24,10,2,0,330.0124,0.09,ACID,C14H6N2O8,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,GJCHQJDEYFYWER-UHFFFAOYSA-N
CHEMBL8260,BAICALEIN,BAICALEIN|NOROXYLIN|NSC-661431,Small molecule,2,270.24,180,622,2.58,90.9,5,3,0,1,N,0.59,6.76,None,2.71,1.95,3,MOL,0,20,5,3,0,270.0528,1.27,NEUTRAL,C15H10O5,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,FXNFHKRTJBSTCS-UHFFFAOYSA-N
CHEMBL3194876,,,Small molecule,,304.33,50,70,1.52,110,6,5,0,3,N,0.25,8.54,4.42,1.78,1.75,2,MOL,-1,21,7,5,0,304.063,-1.53,NEUTRAL,C13H12N4O3S,Oc1ccc(/C=N/NC(=S)Nc2cccnc2)c(O)c1O,HPVIHYSWSXQXDE-GIDUJCDVSA-N
CHEMBL1313807,,,Small molecule,,441.28,37,47,5.6,80.65,4,1,1,4,N,0.42,4.64,None,5.14,2.45,4,MOL,-1,28,5,1,1,440.0259,-0.14,ACID,C22H17BrO5,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Br)cc4)c3cc12,XZBVNZSCZGJTMA-UHFFFAOYSA-N
CHEMBL1562987,,,Small molecule,,514.61,31,35,4.01,125.54,8,2,1,8,N,0.44,6.77,0.59,3.05,2.5,3,MOL,-1,34,9,2,1,514.0439,-2.26,NEUTRAL,C22H18N4O5S3,O=C(CCN1C(=O)S/C(=C\c2ccccc2)C1=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,VOOOXSFZYLEWJG-JXAWBTAJSA-N
CHEMBL1566266,,,Small molecule,,392.44,48,60,4.43,94.05,7,1,0,6,N,0.49,13.77,None,3.68,3.68,4,MOL,-1,28,7,1,0,392.0943,-2.07,NEUTRAL,C20H16N4O3S,Cc1ccccc1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,NNUXUSGXSYIHMS-UHFFFAOYSA-N
CHEMBL4846760,,,Unknown,,465.59,4,5,3.73,101.73,4,2,0,11,N,0.49,12.17,None,3.12,3.12,2,MOL,-1,34,7,3,0,465.2628,-1.03,NEUTRAL,C27H35N3O4,CCCCCC(=O)N[C@H](C(=O)N1CCC(C(N)=O)CC1)c1ccc(OCc2ccccc2)cc1,UQGKVNLTHCSLHW-VWLOTQADSA-N
CHEMBL4858454,,,Unknown,,550.7,4,5,6.9,76.66,4,2,2,15,N,0.16,12,None,6.92,6.92,4,MOL,-1,41,6,2,2,550.2832,-0.64,NEUTRAL,C35H38N2O4,CCCCCC(=O)N[C@H](C(=O)NCc1ccc(OCc2ccccc2)cc1)c1ccc(OCc2ccccc2)cc1,GVJHHYFYMPLTBY-UMSFTDKQSA-N
CHEMBL1561711,,,Small molecule,,376.46,16,16,2.49,77.92,5,1,0,4,N,0.64,3.56,None,2.79,-0.56,1,MOL,-1,25,6,1,0,376.0551,-0.9,ACID,C17H16N2O4S2,CCCC(C(=O)O)N1C(=O)/C(=C2\C(=O)N(C)c3ccccc32)SC1=S,PFVQMUISTIVVHL-OUKQBFOZSA-N
CHEMBL1373390,,,Small molecule,,343.34,33,38,3.9,83.47,4,2,0,3,N,0.59,3.37,None,5.32,1.91,3,MOL,-1,26,5,2,0,343.0845,-0.04,ACID,C21H13NO4,O=C(O)c1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,GNYBNEOJUARKPW-UHFFFAOYSA-N
CHEMBL1870168,,,Small molecule,,399.62,9,11,4.72,87.84,5,1,0,3,N,0.6,None,None,4.38,4.38,2,MOL,-1,25,7,1,0,397.974,-1.31,NEUTRAL,C15H9Cl3N4O3,O=C1CC(Nc2ccc([N+](=O)[O-])cc2)=NN1c1c(Cl)cc(Cl)cc1Cl,NTDRZJLMIOFNLK-UHFFFAOYSA-N
CHEMBL1311708,,,Small molecule,,419.91,27,27,4.2,66.84,5,1,0,6,N,0.56,3.39,None,4.61,1.21,2,MOL,-1,27,5,1,0,419.0053,-1.62,ACID,C19H14ClNO4S2,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3)c2)SC1=S,HKGHUCHZLWVMOG-CXUHLZMHSA-N
CHEMBL1470182,,,Small molecule,,463.49,16,19,2.7,137.2,8,1,0,7,N,0.38,7.97,None,2.4,2.31,2,MOL,-1,31,10,1,0,463.0508,-1.48,NEUTRAL,C19H17N3O7S2,COc1cc(/C=C2\SC(NS(=O)(=O)Cc3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,KFCKWSNPKIIHAM-MFOYZWKCSA-N
CHEMBL1730252,,,Small molecule,,230.18,32,43,1.32,77.49,5,0,0,0,N,0.58,None,None,0.6,0.6,2,MOL,-1,17,5,0,0,230.0215,1.16,NEUTRAL,C12H6O5,Cc1cc(=O)c2c(o1)C(=O)c1occc1C2=O,HTALCQINWRTCCC-UHFFFAOYSA-N
CHEMBL1410860,,,Small molecule,,355.78,29,45,4.21,75.63,3,2,0,5,N,0.72,3.37,None,4.63,1.22,3,MOL,-1,25,5,2,0,355.0611,-1.34,ACID,C19H14ClNO4,O=C(COc1cccc2ccccc12)Nc1ccc(Cl)cc1C(=O)O,JGBZPKPCLDMFCI-UHFFFAOYSA-N
CHEMBL1452526,,,Small molecule,,404.54,17,17,3.4,66.48,5,1,0,4,N,0.62,5.47,None,4.79,4.57,2,MOL,-1,26,5,1,0,404.0323,-1.56,ACID,C18H16N2O3S3,Cc1ccc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccc(C)cc3)C2=O)cc1,MOIOSXGCTISSAW-WJDWOHSUSA-N
CHEMBL1386235,,,Small molecule,,534.66,18,19,3.18,139.7,12,3,2,10,N,0.26,9.81,None,4.84,4.84,3,MOL,-1,36,10,3,1,534.1607,-0.5,NEUTRAL,C24H30N4O6S2,CCCSc1nc(O)c(C(c2ccc(OC)c(O)c2)c2c(O)nc(SCCC)n(C)c2=O)c(=O)n1C,PMCYJSWBAQVQIL-UHFFFAOYSA-N
CHEMBL1528294,,,Small molecule,,331.35,32,39,2.17,80.75,5,0,0,4,N,0.8,None,None,3.4,3.4,2,MOL,-1,23,6,0,0,331.0514,-0.71,None,C16H13NO5S,CCc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,WMUDFPAGXJKHJO-UHFFFAOYSA-N
CHEMBL1400214,,,Small molecule,,449.42,23,25,1.31,141.96,7,2,0,4,N,0.31,6.83,None,1.76,1.1,2,MOL,-1,33,11,2,1,449.1335,-1.36,NEUTRAL,C22H19N5O6,O=C1NC(=O)C(=Cc2ccc(N3CCN(C(=O)c4ccccc4)CC3)c([N+](=O)[O-])c2)C(=O)N1,UTGBBDTZQIWCRL-UHFFFAOYSA-N
CHEMBL1344289,,,Small molecule,,469.5,43,52,3.85,111.28,7,2,0,8,N,0.33,13.38,None,4.02,4.02,5,MOL,-1,35,9,2,0,469.175,-1.48,NEUTRAL,C26H23N5O4,COCCNC(=O)c1c(NC(=O)c2ccco2)n(Cc2ccccc2)c2nc3ccccc3nc12,HCFNVMKEOPZLBL-UHFFFAOYSA-N
CHEMBL305978,,,Small molecule,,262.27,57,76,4.15,52.06,4,0,0,2,N,0.54,None,None,3.49,3.49,4,MOL,-1,20,4,0,0,262.0742,-0.79,NEUTRAL,C16H10N2O2,c1coc(-c2nc3ccccc3nc2-c2ccco2)c1,GMUROSQCXMKHEN-UHFFFAOYSA-N
CHEMBL3189707,,,Small molecule,,461.93,19,21,3.71,109.58,7,2,0,9,N,0.43,3.52,1.93,3.69,-0.3,2,MOL,-1,31,8,2,0,461.0812,-1.42,ACID,C21H20ClN3O5S,CCOc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1ccccc1Cl,QBRUIKYPTZKOAV-FOKLQQMPSA-N
CHEMBL1572216,,,Small molecule,,384.82,36,48,4.25,110.96,5,4,0,4,N,0.42,3.57,3.24,1.76,-0.32,4,MOL,-1,27,7,4,0,384.0989,-0.96,ACID,C19H17ClN4O3,Cc1n[nH]c(O)c1C(c1ccc(-c2cccc(Cl)c2)o1)c1c(C)n[nH]c1O,CWEPOMLISBITJJ-UHFFFAOYSA-N
CHEMBL1998302,,,Small molecule,,432.46,70,104,3.76,112.9,5,2,0,5,N,0.63,4.64,None,3.23,0.53,3,MOL,-1,31,7,2,0,432.078,-0.71,ACID,C23H16N2O5S,O=C(O)c1ccc(NC2=C/C(=N/S(=O)(=O)c3ccccc3)c3ccccc3C2=O)cc1,FKIZXQTYONDVEX-QQTULTPQSA-N
CHEMBL1421256,,,Small molecule,,392.78,39,50,4.33,128.27,7,1,0,4,N,0.52,12.71,2.99,3.81,3.81,3,MOL,-1,26,9,1,0,391.9982,-2.21,NEUTRAL,C15H9ClN4O5S,Cc1nc2ccc(NC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3Cl)cc2s1,VQTWWXBODSJCPH-UHFFFAOYSA-N
CHEMBL1413174,,,Small molecule,,320.78,25,26,4.36,71.45,4,2,0,7,N,0.74,3.88,2.9,5.19,2.27,2,MOL,-1,22,5,2,0,320.0928,-1.56,ACID,C16H17ClN2O3,CCCCOc1ccc(Nc2cc(Cl)ccc2C(=O)O)cn1,VJFNMPCCIPJOHB-UHFFFAOYSA-N
CHEMBL3197153,,,Small molecule,,375.45,29,34,5.43,73.72,5,3,1,4,N,0.33,4.46,6.09,3.46,2.33,3,MOL,-1,27,5,3,1,375.1041,-1.25,ACID,C21H17N3O2S,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,JZGOBJGQFXAMSR-YDZHTSKRSA-N
CHEMBL1336916,,,Small molecule,,453.57,10,12,6.22,75.01,5,1,1,4,N,0.4,13.02,0.32,6.77,6.77,4,MOL,-1,33,5,1,1,453.1511,-1.66,NEUTRAL,C27H23N3O2S,COc1ccccc1-c1cc(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)c2ccccc2n1,IGAJWUIFDUDIPE-UHFFFAOYSA-N
CHEMBL1589453,,,Small molecule,,437.27,30,36,3.22,90.65,6,0,0,5,N,0.45,11.42,None,3.28,3.28,3,MOL,-1,26,6,0,0,435.9616,-1.05,NEUTRAL,C18H13BrO6S,COc1ccc(S(=O)(=O)CC(=O)c2cc3cc(Br)ccc3oc2=O)cc1,AYEDAFCBYBLCBC-UHFFFAOYSA-N
CHEMBL2002332,,,Small molecule,,330.8,39,61,3.94,56.21,6,1,0,4,N,0.58,7.23,2.47,2.91,2.53,3,MOL,-1,22,5,0,0,330.0342,-1.79,NEUTRAL,C15H11ClN4OS,Sc1nnc(-c2ccco2)n1/N=C/C(Cl)=C/c1ccccc1,DFPYIYOVIRULML-CVRKYSSXSA-N
CHEMBL371447,,,Small molecule,,659.84,2,2,-1.14,288.29,8,9,2,24,N,0.03,12.05,11.24,-1.68,-8.7,1,MOL,-1,47,16,14,3,659.4231,0.46,BASE,C31H53N11O5,CCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](C=O)CCCN=C(N)N,SYXUZVGQAZAZDV-OJJQZRKESA-N
CHEMBL1604350,,,Small molecule,,451.96,52,110,3.64,114.8,8,1,0,6,N,0.57,6.05,None,3.87,2.82,3,MOL,-1,29,8,1,0,451.054,-2.4,ACID,C18H18ClN5O3S2,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,VWDOEFIYQBBRAM-UHFFFAOYSA-N
CHEMBL1380801,,,Small molecule,,291.65,68,101,2.92,106.98,7,1,0,3,N,0.58,11.63,4.26,3.98,3.98,3,MOL,-1,20,8,1,0,291.0159,-2.08,NEUTRAL,C11H6ClN5O3,O=[N+]([O-])c1c(Nc2ccccn2)cc(Cl)c2nonc12,IKHISGUWORJMOR-UHFFFAOYSA-N
CHEMBL1499491,,,Small molecule,,251.67,14,15,2.66,47.89,4,0,0,2,N,0.6,None,None,3.11,3.11,1,MOL,-1,17,4,0,0,251.0349,-1.09,NEUTRAL,C12H10ClNO3,COc1ccc(Cl)cc1/C=C1/C(=O)ON=C1C,CCKFUZIXXGQHCJ-UXBLZVDNSA-N
CHEMBL1311811,,,Small molecule,,319.74,10,14,3.07,57.12,5,0,0,5,N,0.48,None,None,3.54,3.54,1,MOL,-1,22,5,0,0,319.0611,-1.19,NEUTRAL,C16H14ClNO4,C#CCOc1c(Cl)cc(/C=C2/C(=O)ON=C2C)cc1OCC,MKCUBFQYNXSDSC-KPKJPENVSA-N
CHEMBL372963,,,Small molecule,,574.73,2,2,-0.17,223.89,7,7,2,20,N,0.05,12.07,11.27,-0.67,-5.36,1,MOL,-1,41,13,10,3,574.3591,0.49,BASE,C28H46N8O5,CCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CCCN=C(N)N,JRRNYLVTYIYDBO-UDIDDNNKSA-N
CHEMBL1970118,,,Small molecule,,388.38,20,22,4.64,123.71,5,3,0,6,N,0.25,3.86,2.21,4.82,-1.01,3,MOL,-1,29,8,3,0,388.1172,-0.63,ACID,C21H16N4O4,O=C(O)c1ccc(N=N/C(=N\Nc2ccc(C(=O)O)cc2)c2ccccc2)cc1,SDGBZJGBNHNZEV-AJUGEIQBSA-N
CHEMBL1370899,,,Small molecule,,341.19,14,19,2.3,49.85,4,0,0,2,N,0.77,None,0.22,2.19,2.19,1,MOL,-1,22,5,0,0,340.0381,-1.62,NEUTRAL,C15H14Cl2N2O3,Cc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1Cl,HUMJXLGUUGNQCK-UHFFFAOYSA-N
